,ADDRESS,URM_CLASS,UPGRADE_STATUS,PARTIAL_UPGRADE,UPGRADE_DATE,UPGRADE_STANDARD,UPGRADE_PERMIT_NUMBER,UPGRADE_PERMIT_NOTES,YEAR_BUILT,STORY_COUNT,TAX_EXEMPT,NEIGHBORHOOD,LONG_ADDRESS,LONG,LAT
1345,831-839 NW 23RD,3,UNKNOWN,,,,,,1917,1.0,,Northwest District Association,831-839 NW 23RD PORTLAND OREGON,-122.6988067,45.5289212
1346,2344 NW 24TH,3,UNKNOWN,,,,,,1950,1.0,,Northwest District Association,2344 NW 24TH PORTLAND OREGON,-122.7006563,45.5396946
1347,14-22 NW 2ND,3,UNKNOWN,,,,,,1913,2.0,,Old Town Community Association,14-22 NW 2ND PORTLAND OREGON,-122.6722513,45.5235472
1348,10462-10470 NW 2ND AVE,3,UNKNOWN,,,,,,1929,2.0,,Linnton Neighborhood Association,10462-10470 NW 2ND AVE PORTLAND OREGON,-122.7854626,45.59658959999999
1349,903 NW Davis,3,UNKNOWN,,,,,,1917,1.0,,Pearl District Neighborhood Association,903 NW Davis PORTLAND OREGON,-122.6803271,45.5246326
1350,1811 NW COUCH,3,UNKNOWN,,,,,,1916,5.0,,Northwest District Association,1811 NW COUCH PORTLAND OREGON,-122.6896083,45.523793
1351,625 WI/ NW EVERETT ST,3,UNKNOWN,,,,,,1925,2.0,Cop Low Income Rental Housing,Old Town Community Association,625 WI/ NW EVERETT ST PORTLAND OREGON,-122.6852578,45.5250427
1352,2109 NW IRVING,3,UNKNOWN,,,,,,1910,4.0,,Northwest District Association,2109 NW IRVING PORTLAND OREGON,-122.6947192,45.5279012
1353,2083 NW JOHNSON,3,UNKNOWN,,,,,,1911,6.0,,Northwest District Association,2083 NW JOHNSON PORTLAND OREGON,-122.6941389,45.52873169999999
1354,2015 NW KEARNEY ST,3,PARTIAL,Other,2017,Voluntary,06-173466-CO,Parapet re-build. ,1912,5.0,,Northwest District Association,2015 NW KEARNEY ST PORTLAND OREGON,-122.6927805,45.529332
1355,1715 NW MARSHALL,3,UNKNOWN,,,,,,1911,4.0,,Northwest District Association,1715 NW MARSHALL PORTLAND OREGON,-122.6889139,45.5308808
1356,10800 NW ST HELENS RD,3,UNKNOWN,,,,,,1910,2.0,,Linnton Neighborhood Association,10800 NW ST HELENS RD PORTLAND OREGON,-122.7859928,45.5995661
1357,1631 NW THURMAN,3,UNKNOWN,Unknown,1997,UBC,97-004286-CO,$/ squ ft trigger.  TRACS indicates partial upgrage,1900,3.0,,Northwest District Association,1631 NW THURMAN PORTLAND OREGON,-122.6883417,45.5359363
1358,720-728 SE 11TH AVE,3,FULL,,Jan 2019,ASCE 41,16-189574-CO / 02-137242-CO,"2002 reroof is final.  2016 permit is  change of occupancy to B, full ASCE 41 BPOE upgrade.

2007 addition has seismic joint",1948,2.0,,Buckman Community Association,720-728 SE 11TH AVE PORTLAND OREGON,-122.6544422,45.517442
1359,2510-2514 SE 122ND AVE,3,UNKNOWN,,,,,,1948,1.0,,Powellhurst-Gilbert Neighborhood Association,2510-2514 SE 122ND AVE PORTLAND OREGON,-122.5367767,45.50383919999999
1360,8051-8057 SE 13TH,3,UNKNOWN,,,,,,1910,2.0,,Sellwood-Moreland Improvement League (SMILE),8051-8057 SE 13TH PORTLAND OREGON,-122.6532303,45.4648851
1361,829 SE 15TH,3,REROOF,Reroof,1996,UBC,96-004217-CO,,1911,4.0,,Buckman Community Association,829 SE 15TH PORTLAND OREGON,-122.6509324,45.5167532
1362,8003-8005 SE 17TH,3,PARTIAL,Other,2018,ASCE 41,17-170146-CO,"strengthen roof diaphragm, wall ties, parapet bracing to ASCE 41-13 BSE-2E/BPOE attach pilaster to new columns.",1921,1.0,,Sellwood-Moreland Improvement League (SMILE),8003-8005 SE 17TH PORTLAND OREGON,-122.6473001,45.4655209
1363,4461 SE 24TH AV,3,UNKNOWN,,,,,,1955,1.0,,Brooklyn Action Corps,4461 SE 24TH AV PORTLAND OREGON,-122.6416507,45.4907672
1364,2507-2525 SE CLINTON ST ,3,UNKNOWN,,,,,,1922,1.0,,Hosford-Abernethy Neighborhood District (HAND),2507-2525 SE CLINTON ST  PORTLAND OREGON,-122.6400239,45.50353639999999
1365,2509-2511 SE 37TH AV,3,UNKNOWN,,,,,,1924,2.0,,Richmond Neighborhood Association,2509-2511 SE 37TH AV PORTLAND OREGON,-122.6254359,45.5046158
1366,2305 SE 50TH AVE,3,FULL,,2015,IBC 2009,13-212591-CO,,1947,2.0,,Richmond Neighborhood Association,2305 SE 50TH AVE PORTLAND OREGON,-122.6114649,45.5061579
1367,340 SE 6TH,3,UNKNOWN,,,,,,1910,2.0,,Buckman Community Association,340 SE 6TH PORTLAND OREGON,-122.659408,45.520231
1368,7732 SE 82ND AVE,3,UNKNOWN,,,,,,1949,1.0,,Lents Neighborhood Association,7732 SE 82ND AVE PORTLAND OREGON,-122.5787738,45.46745809999999
1369,19 SE 8TH,3,UNKNOWN,,,,,,1924,2.0,Lease/Purchase Non-Profit or Public Body,Buckman Community Association,19 SE 8TH PORTLAND OREGON,-122.6580449,45.5223844
1370,1403 SE BELMONT,3,UNKNOWN,,,,,,1911,2.0,,Buckman Community Association,1403 SE BELMONT PORTLAND OREGON,-122.6514464,45.5167118
1371,3341-3357 SE BELMONT,3,UNKNOWN,,,,,,1926,2.0,,Sunnyside Neighborhood Association,3341-3357 SE BELMONT PORTLAND OREGON,-122.62985,45.5166251
1372,4244-4246 SE BELMONT,3,FULL,,2008,UBC,03-101265-CO,Full seismic upgrade to 97 UBC.  Phased seismic agreement expired 2011 phased work was completed.,1914,1.0,,Sunnyside Neighborhood Association,4244-4246 SE BELMONT PORTLAND OREGON,-122.6185209,45.5163138
1373,7811 SE CENTER ST,4,UNKNOWN,,,,,,1955,1.0,Cities and Towns,Foster-Powell Neighborhood Association,7811 SE CENTER ST PORTLAND OREGON,-122.583147,45.494414
1374,3576-3580 SE DIVISION ST,3,UNKNOWN,,,,,,1931,2.0,,Richmond Neighborhood Association,3576-3580 SE DIVISION ST PORTLAND OREGON,-122.6266609,45.5045701
1375,3823-3827 SE GLADSTONE ST,3,UNKNOWN,,,,,,1926,1.0,,Creston-Kenilworth Neighborhood Association,3823-3827 SE GLADSTONE ST PORTLAND OREGON,-122.6232931,45.4935242
1376,107 SE GRAND AVE ,3,PARTIAL,Other,2015,"ASCE 31,Voluntary",13-167594-CO,Partial for the north leg only.,1918,2.0,,Buckman Community Association,107 SE GRAND AVE  PORTLAND OREGON,-122.6611066,45.5218965
1377,523-535 SE GRAND,3,PARTIAL,Other,1980,Voluntary,537323,"1/14/2019, K.White, STR: Partial URM upgrade verified per microfiche for 529 SE Grand.  Fiche # 537323.  According to Peder Goldberg of James G. Pierson the building was upgraded to ATC-3-06 standard in 1980 (not to seismic zone III standard).  It appears there was a structural advisory decision regarding the 1980 upgrade (see fiche).",1920,3.0,Lease/Purchase Non-Profit or Public Body,Buckman Community Association,523-535 SE GRAND PORTLAND OREGON,-122.6610871,45.5188808
1378,2029-2041 SE HAWTHORNE,3,REROOF,Reroof,2013,ASCE 31,12-169251-CO,URM re-roof,1913,1.0,,Buckman Community Association,2029-2041 SE HAWTHORNE PORTLAND OREGON,-122.6447896,45.5123332
1379,3701-3719 SE HAWTHORNE,3,UNKNOWN,,,,,,1911,2.0,,Sunnyside Neighborhood Association,3701-3719 SE HAWTHORNE PORTLAND OREGON,-122.6257104,45.5122364
1380,3721-3723 SE HAWTHORNE,3,UNKNOWN,,,,,,1927,1.0,,Sunnyside Neighborhood Association,3721-3723 SE HAWTHORNE PORTLAND OREGON,-122.6253803,45.5122309
1381,3747 SE HAWTHORNE,3,UNKNOWN,,,,,,1954,1.0,,Sunnyside Neighborhood Association,3747 SE HAWTHORNE PORTLAND OREGON,-122.6248521,45.5123273
1382,3757 SE HAWTHORNE,3,UNKNOWN,,,,,,1952,1.0,,Sunnyside Neighborhood Association,3757 SE HAWTHORNE PORTLAND OREGON,-122.6247029,45.5122108
1383,4607-4611 SE HAWTHORNE,3,UNKNOWN,,,,,,1913,2.0,,Sunnyside Neighborhood Association,4607-4611 SE HAWTHORNE PORTLAND OREGON,-122.6148566,45.5122922
1384,3301 SE HOLGATE BLVD,4,UNKNOWN,,,,,,1913,1.0,Cities and Towns,Creston-Kenilworth Neighborhood Association,3301 SE HOLGATE BLVD PORTLAND OREGON,-122.6308602,45.4913584
1385,3544 SE MILWAUKIE AV,4,UNKNOWN,,,,,,1947,1.0,,Brooklyn Action Corps,3544 SE MILWAUKIE AV PORTLAND OREGON,-122.6533516,45.4969384
1386,4228-4236 SE MILWAUKIE,4,UNKNOWN,,,,,,1927,1.0,,Brooklyn Action Corps,4228-4236 SE MILWAUKIE PORTLAND OREGON,-122.6518468,45.4925735
1387,6701-6707 SE MILWAUKIE,3,UNKNOWN,,,,,,1942,1.0,,Sellwood-Moreland Improvement League (SMILE),6701-6707 SE MILWAUKIE PORTLAND OREGON,-122.6491648,45.4742792
1388,2029-2041 SE POWELL BLVD,3,UNKNOWN,,,,,,1923,1.0,,Hosford-Abernethy Neighborhood District (HAND),2029-2041 SE POWELL BLVD PORTLAND OREGON,-122.644896,45.499725
1389,7411 SE POWELL,3,UNKNOWN,,,,,,1952,2.0,Lease/Purchase Non-Profit or Public Body,South Tabor Neighborhood Association,7411 SE POWELL PORTLAND OREGON,-122.5866235,45.4977791
1390,902 SE SHERMAN ST,3,REROOF,Reroof,,ASCE 41,18-187800-000-00-CO,"12/11/18, K.White, STR: mandatory upgrades for roof replacement per Ch. 24.85.065.  In-plane and out-of-plane wall anchorage and parapet bracing.  Plywood sheathing added to roof decking on a voluntary basis per permit drawings.",1953,1.0,Lease/Purchase Non-Profit or Public Body,Hosford-Abernethy Neighborhood District (HAND),902 SE SHERMAN ST PORTLAND OREGON,-122.6565024,45.5063618
1391,4900 SE STEELE,4,UNKNOWN,,,,,,1927,1.0,Cities and Towns,Woodstock Neighborhood Association,4900 SE STEELE PORTLAND OREGON,-122.612169,45.4846921
1392,4900 SE STEELE,4,UNKNOWN,,,,,,1927,1.0,Cities and Towns,Woodstock Neighborhood Association,4900 SE STEELE PORTLAND OREGON,-122.612169,45.4846921
1393,1214 SE TACOMA,3,PARTIAL,Other,2000,UBC,00-126115-CO,"This permit was for an addition.  No improvements were made to the existing structure, but the addition was designed to take the existing structure's load.  (Does not appear any diaphragm strengthening or wall ties added.",1940,1.0,,Sellwood-Moreland Improvement League (SMILE),1214 SE TACOMA PORTLAND OREGON,-122.6536331,45.4640041
1394,726 SW 11TH,3,PARTIAL,Other,2014,Voluntary,13-195279-CO,ASCE 31 evaluation in 13-170246-BD,1912,4.0,,Portland Downtown Neighborhood Association,726 SW 11TH PORTLAND OREGON,-122.6830222,45.5198226
1395,411-417 SW 12TH,3,UNKNOWN,,,,,,1911,4.0,,Portland Downtown Neighborhood Association,411-417 SW 12TH PORTLAND OREGON,-122.6835344,45.5223741
1396,517 SW 13TH,3,UNKNOWN,,,,,,1907,3.0,"Literary, Benevolent, Charitable Organizations",Portland Downtown Neighborhood Association,517 SW 13TH PORTLAND OREGON,-122.68479,45.5221121
1397,45 SW ANKENY ST,3,FULL,,2009,IBC 2006,07-158856-CO,Upgraded with addition.,1890/2009,5.0,,Old Town Community Association,45 SW ANKENY ST PORTLAND OREGON,-122.6707508,45.52261679999999
1398,730-732 SW 1ST,3,UNKNOWN,,,,,,1878,2.0,,Portland Downtown Neighborhood Association,730-732 SW 1ST PORTLAND OREGON,-122.673633,45.5171799
1399,7824-7826 SW 35TH,4,UNKNOWN,,,,,,1929,1.0,,Multnomah Neighborhood Association,7824-7826 SW 35TH PORTLAND OREGON,-122.7126466,45.4678137
1400,7827 SW 35TH,3,UNKNOWN,,,,,,1928,1.0,,Multnomah Neighborhood Association,7827 SW 35TH PORTLAND OREGON,-122.7129976,45.4677258
1401,7784-7786 SW CAPITOL HWY,3,UNKNOWN,,,,,,1933,2.0,,Multnomah Neighborhood Association,7784-7786 SW CAPITOL HWY PORTLAND OREGON,-122.7126429,45.46794999999999
1402,7807 SW CAPITOL HWY,4,UNKNOWN,,,,,,1925,1.0,,Multnomah Neighborhood Association,7807 SW CAPITOL HWY PORTLAND OREGON,-122.7131558,45.4681293
1403,7820-7826 SW CAPITOL HWY,3,UNKNOWN,,,,,,1922,2.0,,Multnomah Neighborhood Association,7820-7826 SW CAPITOL HWY PORTLAND OREGON,-122.7133342,45.4676876
1404,7840 SW CAPITOL HWY,3,UNKNOWN,,,,,,1924,2.0,,Multnomah Neighborhood Association,7840 SW CAPITOL HWY PORTLAND OREGON,-122.7137017,45.4677349
1405,7846-50 SW CAPITOL HWY,3,UNKNOWN,,,,,,1925,2.0,,Multnomah Neighborhood Association,7846-50 SW CAPITOL HWY PORTLAND OREGON,-122.7137566,45.4676514
1406,7858 SW CAPITOL HWY,3,UNKNOWN,,,ASCE 41,18-263119-CO,"Verify upon final permit:  Full voluntary upgrade to ASCE 41-13 BPON

URM wall Building (URM wall at 3 sides)
Story: (1) Story with a mezzanine floor
Seismic Upgrade: Voluntary-add the plywood shear walls and 
                                                  (1) Special Moment Frame, URM 
                                                  Wall Anchorage, New Roof 
                                                  Sheathing, New mezz. floor 
                                                  sheathing.
Code used: Current Code
",1926,2.0,,Multnomah Neighborhood Association,7858 SW CAPITOL HWY PORTLAND OREGON,-122.7139371,45.4676294
1407,727 SW NAITO PKWY,3,FULL,,2012,Voluntary,07-143245-CO,change of occupancy,1878,3.0,Historic Property 15 Yr,Portland Downtown Neighborhood Association,727 SW NAITO PKWY PORTLAND OREGON,-122.6731943,45.5171384
1408,1532 SW MORRISON,3,UNKNOWN,,,,,,1906,3.0,,Goose Hollow Foothills League,1532 SW MORRISON PORTLAND OREGON,-122.6880231,45.5213421
1409,722-724 SW TAYLOR,3,REROOF,Reroof,2004,FEMA 178,03-146937-CO,Re-roof wall anchors and parapet braceing,1910,4.0,Lease/Purchase Non-Profit or Public Body,Portland Downtown Neighborhood Association,722-724 SW TAYLOR PORTLAND OREGON,-122.6810586,45.5179706
1410,500 SW 5TH AVE,3,PARTIAL,Other,2008,"ASCE 31,Voluntary",06-162387-CO,New shotcrete and frames at N & W walls 2-7.  SCBF N & W walls 1st.  Full ht CIP & shotcrete shear walls grid D & 4. Plywood diaph. Out/plane wall anch. New drag struts & chords.  Parapet bracing.  Used FEMA 356 strength levels.,1906,7.0,Historic Property 15 Yr,Portland Downtown Neighborhood Association,500 SW 5TH AVE PORTLAND OREGON,-122.676646,45.519954
1411,902-918 SW YAMHILL ST,3,UNKNOWN,,,,,,1907,5.0,,Portland Downtown Neighborhood Association,902-918 SW YAMHILL ST PORTLAND OREGON,-122.6817906,45.5189697
1412,2021-2037 SW MORRISON ST,3,PARTIAL,Other,2013,Voluntary,10-154902-CO ,,1911,3.0,,Goose Hollow Foothills League,2021-2037 SW MORRISON ST PORTLAND OREGON,-122.6928452,45.5230191
1413,423 NW 6TH,3,UNKNOWN,,,,,,1908,4.0,Lease/Purchase Non-Profit or Public Body,Old Town Community Association,423 NW 6TH PORTLAND OREGON,-122.676722,45.5262982
1414,12738 SE FOSTER RD,3,UNKNOWN,,,,,,1929,1.0,,Pleasant Valley Neighborhood Association,12738 SE FOSTER RD PORTLAND OREGON,-122.5323203,45.4764397
1415,9112 WOODSTOCK,4,UNKNOWN,,,,,,1916,1.0,,Lents Neighborhood Association,9112 WOODSTOCK PORTLAND OREGON,-122.5692073,45.4790059
1416,322 SW 11TH AVE,3,UNKNOWN,,,,,,1912,4.0,Cities and Towns,Portland Downtown Neighborhood Association,322 SW 11TH AVE PORTLAND OREGON,-122.6818467,45.5225634
1417,412 NW 5th Ave.,3,FULL,,2007,FEMA 178,06-139325-CO,Change of occupancy upgrade to FEMA 310,1906,2.0,,Old Town Community Association,412 NW 5th Ave. PORTLAND OREGON,-122.6752262,45.5261861
1418,1942 NW KEARNEY ST,3,UNKNOWN,,,,,,1910,3.0,,Northwest District Association,1942 NW KEARNEY ST PORTLAND OREGON,-122.6914851,45.5290692
1419,1828 NW OVERTON ST,3,PARTIAL,Other,1996,UBC,96-050889-RS / 96-053582-RS,Replace portions of stone foundation.,1875,2.0,,Northwest District Association,1828 NW OVERTON ST PORTLAND OREGON,-122.690297,45.5319582
1420,1085-1807 NW Marshall St.,4,UNKNOWN,,,,,,1904,3.0,,Northwest District Association,1085-1807 NW Marshall St. PORTLAND OREGON,-122.6822326,45.5309191
1421,1825 NW MARSHALL ST.,3,UNKNOWN,,,,,,1904,3.0,,Northwest District Association,1825 NW MARSHALL ST. PORTLAND OREGON,-122.690168,45.5308074
1422,732 NW 19th,4,UNKNOWN,,,,,,1906,3.0,,Northwest District Association,732 NW 19th PORTLAND OREGON,-122.6900996,45.5283216
1423,1805 NW Glisan St.,3,UNKNOWN,,,,,,1900,2.0,,Northwest District Association,1805 NW Glisan St. PORTLAND OREGON,-122.6896149,45.5265759
1424,1302 NW KEARNEY ST,3,FULL,,2017,ASCE 41,15-204655-FA,change of occupancy,1894,2.0,,Pearl District Neighborhood Association,1302 NW KEARNEY ST PORTLAND OREGON,-122.6845688,45.5292363
1425,930 NW 20TH AVE,3,UNKNOWN,,,,,,1905,3.0,,Northwest District Association,930 NW 20TH AVE PORTLAND OREGON,-122.692292,45.529684
1426,1822 NW Overton St.,4,UNKNOWN,,,,,,1875,1.0,,Northwest District Association,1822 NW Overton St. PORTLAND OREGON,-122.6901249,45.5319209
1427,1138 NW 17th Ave.,3,UNKNOWN,,,,,,1950,1.0,,Northwest District Association,1138 NW 17th Ave. PORTLAND OREGON,-122.6882604,45.5310904
1428,1121-1127 NW 16th Ave.,3,UNKNOWN,,,,,,1911,3.0,,Northwest District Association,1121-1127 NW 16th Ave. PORTLAND OREGON,-122.6878066,45.5311263
1429,1033-1039 NW 16th Ave.,3,UNKNOWN,,,,,,1922,2.0,,Northwest District Association,1033-1039 NW 16th Ave. PORTLAND OREGON,-122.6877986,45.5304126
1430,1319 NW Johnson St.,3,UNKNOWN,,,,,,1942,1.0,,Pearl District Neighborhood Association,1319 NW Johnson St. PORTLAND OREGON,-122.6847122,45.528796
1431,900 SW St. Clair Ave.,3,UNKNOWN,,,,,,1959,6.0,,Goose Hollow Foothills League,900 SW St. Clair Ave. PORTLAND OREGON,-122.696429,45.5218101
1432,2086 W Burnside St,3,UNKNOWN,,,,,,1925,1.0,,Goose Hollow Foothills League,2086 W Burnside St PORTLAND OREGON,-122.694089,45.522972
1433,624 NW 22ND AVE,3,UNKNOWN,,,,,,1888,2.0,,Northwest District Association,624 NW 22ND AVE PORTLAND OREGON,-122.6962485,45.5274175
1434,716-718 NW 21ST AVE,3,UNKNOWN,,,,,,1907,1.0,,Northwest District Association,716-718 NW 21ST AVE PORTLAND OREGON,-122.6941718,45.5280417
1435,2062 NW MARSHALL ST,4,PARTIAL,Other,2011,Voluntary,10-162989-CO,,1926,1.0,,Northwest District Association,2062 NW MARSHALL ST PORTLAND OREGON,-122.6937937,45.5304252
1436,2087 NW OVERTON ST,3,UNKNOWN,,,,,,1915,4.0,,Northwest District Association,2087 NW OVERTON ST PORTLAND OREGON,-122.6944449,45.5321486
1437,2182 NW Hoyt St.,3,UNKNOWN,,,,,,1930,2.0,,Northwest District Association,2182 NW Hoyt St. PORTLAND OREGON,-122.6960654,45.5267774
1438,8435 NE GLISAN ST,3,UNKNOWN,,,,,,1928,1.0,Religious School/Student,Montavilla Neighborhood Association,8435 NE GLISAN ST PORTLAND OREGON,-122.576211,45.52687239999999
1439,8435 NE GLISAN ST,3,UNKNOWN,,,,,,1923,2.0,Religious School/Student,Montavilla Neighborhood Association,8435 NE GLISAN ST PORTLAND OREGON,-122.576211,45.52687239999999
1440,8815 NE Glisan St.,2,UNKNOWN,,,,,,1957,1.0,"Church, Religious Organizations",Montavilla Neighborhood Association,8815 NE Glisan St. PORTLAND OREGON,-122.5723906,45.5268193
1441,407 E/ SE PINE ST,4,UNKNOWN,,,,,,,1.0,,Buckman Community Association,407 E/ SE PINE ST PORTLAND OREGON,-122.58147,45.5202759
1442,930 SE Sandy Blvd.,3,UNKNOWN,,,,,,1959,2.0,,Buckman Community Association,930 SE Sandy Blvd. PORTLAND OREGON,-122.6558826,45.5210021
1443,1010 SE Ash St,3,UNKNOWN,,,,,,unknown,1.0,,Buckman Community Association,1010 SE Ash St PORTLAND OREGON,-122.6553297,45.5211792
1444,710 NW 14TH AVE,3,FULL,,2007,IBC 2003,05-136332-CO,,1909,6.0,,Pearl District Neighborhood Association,710 NW 14TH AVE PORTLAND OREGON,-122.6851185,45.528099
1445,212 NE 6TH AVE,3,UNKNOWN,,,,,,1949,1.0,,Kerns Neighborhood Association,212 NE 6TH AVE PORTLAND OREGON,-122.6590665,45.5245639
1446,737 SE Ash St.,3,UNKNOWN,,,,,,1928,1.0,,Buckman Community Association,737 SE Ash St. PORTLAND OREGON,-122.6581252,45.5217834
1447,834 SE Sandy Blvd.,3,UNKNOWN,,,,,,1946,1.0,,Buckman Community Association,834 SE Sandy Blvd. PORTLAND OREGON,-122.6569645,45.519772
1448,935 NE COUCH ST,3,UNKNOWN,,,,,,1949,1.0,,Kerns Neighborhood Association,935 NE COUCH ST PORTLAND OREGON,-122.6558715,45.5237589
1449,432 SE 9TH AVE,3,UNKNOWN,,,,,,1957,1.0,,Buckman Community Association,432 SE 9TH AVE PORTLAND OREGON,-122.6563333,45.5195838
1450,1233-1237 SE STARK ST,3,UNKNOWN,,,,,,1911,2.0,,Buckman Community Association,1233-1237 SE STARK ST PORTLAND OREGON,-122.6528455,45.5195595
1451,8311-8317 SE 13th Ave.,3,UNKNOWN,,,,,,1907,2.0,,Sellwood-Moreland Improvement League (SMILE),8311-8317 SE 13th Ave. PORTLAND OREGON,-122.6531866,45.4625949
1452,8075 SE 13th Ave.,3,UNKNOWN,,,,,,1912,2.0,,Sellwood-Moreland Improvement League (SMILE),8075 SE 13th Ave. PORTLAND OREGON,-122.6531472,45.4645603
1453,315 SE 3RD AVE,3,FULL,,2003,OSSC,99-002311-CO,,1900,2.0,,Buckman Community Association,315 SE 3RD AVE PORTLAND OREGON,-122.6631483,45.5205025
1454,122-138 NW 10TH AVE,3,UNKNOWN,,,,,,1920,1.0,,Pearl District Neighborhood Association,122-138 NW 10TH AVE PORTLAND OREGON,-122.6808358,45.5241892
1455,300 NW 10th Ave.,3,UNKNOWN,,,,,,1959,1.0,,Pearl District Neighborhood Association,300 NW 10th Ave. PORTLAND OREGON,-122.680961,45.5252925
1456,621 SE 7th Ave.,4,UNKNOWN,,,,,,1951,1.0,,Buckman Community Association,621 SE 7th Ave. PORTLAND OREGON,-122.6589099,45.5184004
1457,111-113 SW NAITO PKWY,3,FULL,,2008,IBC 2006,07-155100-STR-01-FA,,1870,4.0,Historic Property 15 Yr,Old Town Community Association,111-113 SW NAITO PKWY PORTLAND OREGON,-122.6709306,45.5212957
1458,614 SE Grand Ave.,3,UNKNOWN,,,,,,1912,2.0,Lease/Purchase Non-Profit or Public Body,Buckman Community Association,614 SE Grand Ave. PORTLAND OREGON,-122.6603975,45.51830959999999
1459,610 SE 6th Ave.,3,PARTIAL,Other,2015,IBC 2009,13-141030-CO,Concrete portion of the bldg upgraded only.  Unclear era of CMU walls.,1947,2.0,,Buckman Community Association,610 SE 6th Ave. PORTLAND OREGON,-122.6593759,45.5183623
1460,1226 SE GRAND AVE,3,UNKNOWN,,,,,,1923,1.0,,Buckman Community Association,1226 SE GRAND AVE PORTLAND OREGON,-122.6604725,45.5138815
1461,1323 SE 6TH AVE,3,UNKNOWN,,,,,,1928,1.0,,Buckman Community Association,1323 SE 6TH AVE PORTLAND OREGON,-122.6599756,45.5133833
1462,1200-1234 SE 7TH AVE,3,UNKNOWN,,,,,,1921,1.0,,Buckman Community Association,1200-1234 SE 7TH AVE PORTLAND OREGON,-122.6583858,45.5140103
1463,1339 SE 8TH AVE,3,UNKNOWN,,,,,,1942,1.0,,Buckman Community Association,1339 SE 8TH AVE PORTLAND OREGON,-122.6580487,45.5130969
1464,5816-5820 NE Sandy Blvd.,3,UNKNOWN,,,,,,1923,2.0,,Rose City Park Neighborhood Association,5816-5820 NE Sandy Blvd. PORTLAND OREGON,-122.6030944,45.5425262
1465,6635 N BALTIMORE AVE,3,REROOF,Reroof,1998,OSSC,98-003120-CO,Diaphragm attach and parapet bracing.  Unclear if entire or portion of roof.,1916,2.0,,Cathedral Park Neighborhood Association,6635 N BALTIMORE AVE PORTLAND OREGON,-122.7613308,45.5892341
1466,6633 NE SANDY BLVD,3,UNKNOWN,,,,,,1958,1.0,,Roseway Neighborhood Association,6633 NE SANDY BLVD PORTLAND OREGON,-122.5947068,45.5464354
1467,6846-6852 NE SANDY BLVD,3,UNKNOWN,,,,,,1923,1.0,,Roseway Neighborhood Association,6846-6852 NE SANDY BLVD PORTLAND OREGON,-122.5923864,45.54676689999999
1468,6920-6926 NE SANDY BLVD,3,FULL,,,ASCE 41,16-291345-CO,Voluntary BPON ASCE 41 ,1958,1.0,,Roseway Neighborhood Association,6920-6926 NE SANDY BLVD PORTLAND OREGON,-122.5914456,45.5470376
1469,2130-2136 SW 5TH AVE,3,UNKNOWN,,,,,,1959,2.0,State,Portland Downtown Neighborhood Association,2130-2136 SW 5TH AVE PORTLAND OREGON,-122.6827191,45.5076798
1470,2408 SE 16TH AVE,2,UNKNOWN,,,,,FEMA 178 report in 09-111894-BD appears to be only for this building,1950,1.0,"Church, Religious Organizations",Hosford-Abernethy Neighborhood District (HAND),2408 SE 16TH AVE PORTLAND OREGON,-122.6478203,45.5051176
1471,600 NW Naito Pkwy,3,UNKNOWN,,,,,,,2.0,,Old Town Community Association,600 NW Naito Pkwy PORTLAND OREGON,-122.6732705,45.5285601
1472,800 NW 6TH AVE,3,REROOF,Reroof,2004,FEMA 178,01-148759-CO,reroof,,2.0,Cities and Towns,Old Town Community Association,800 NW 6TH AVE PORTLAND OREGON,-122.6767757,45.5290803
1473,7001-7019 SE MILWAUKIE AVE,3,UNKNOWN,,,,,,1921,1.0,,Sellwood-Moreland Improvement League (SMILE),7001-7019 SE MILWAUKIE AVE PORTLAND OREGON,-122.649145,45.47363259999999
1474,7631-7639 SE MILWAUKIE AVE,3,UNKNOWN,,,,,,1926,1.0,,Sellwood-Moreland Improvement League (SMILE),7631-7639 SE MILWAUKIE AVE PORTLAND OREGON,-122.6484787,45.4695834
1475,800 NW 6TH AVE,2,PARTIAL,Other,2013,ASCE 31,06-105495-CO / 09-180559-FA,"06 was reroof, 09 reroof and voluntary partial upgrade

",1890,1.0,Cities and Towns,Old Town Community Association,800 NW 6TH AVE PORTLAND OREGON,-122.6767757,45.5290803
1476,1029-1035 NW Hoyt St,3,FULL,,1996,UBC,95-001420-CO,1993 OSSC New shear walls all four sides and new diaphragms.,,2.0,,Pearl District Neighborhood Association,1029-1035 NW Hoyt St PORTLAND OREGON,-122.6819503,45.5274814
1477,2181 NW NICOLAI ST,3,UNKNOWN,,,,,,1910,4.0,Historic Property 15 Yr,,2181 NW NICOLAI ST PORTLAND OREGON,-122.6969359,45.5416905
1478,3331 NE SANDY BLVD,3,UNKNOWN,,,,,,1947,2.0,,Laurelhurst Neighborhood Association,3331 NE SANDY BLVD PORTLAND OREGON,-122.6300497,45.5320989
1479,5516 SE 72ND AVE,2,REROOF,Reroof,2007,ASCE 31,07-132882-CO,,1927,1.0,Cities and Towns,Mt Scott-Arleta Neighborhood Association,5516 SE 72ND AVE PORTLAND OREGON,-122.5880649,45.4815122
1480,4055 SW Garden Home Road,3,UNKNOWN,,,,,,1956,1.0,,Multnomah Neighborhood Association,4055 SW Garden Home Road PORTLAND OREGON,-122.7190386,45.4666891
